trigger,trigger_kind,trigger_support,n_expected_diagnoses,top_expected_diagnosis,top_confidence
PROC_10_0SPC09Z,procedure,59,5,DX_10_T8453XA,0.7457627118644068
MED_BACITRACIN,medication,59,5,DX_9_E9331,0.5254237288135594
MED_TACROLIMUS_EXTENDED_RELEASE_ENVARSUS_XR,medication,59,6,DX_10_N179,0.5084745762711864
PROC_10_3E0R3GC,procedure,59,1,DX_10_Z370,0.5084745762711864
PROC_10_047S3ZZ,procedure,59,5,DX_10_E785,0.4576271186440678
PROC_10_0SP90JZ,procedure,59,6,DX_10_Y831,0.4406779661016949
PROC_9_4281,procedure,59,2,DX_9_5303,0.4406779661016949
PROC_10_B317YZZ,procedure,59,3,DX_10_I10,0.4406779661016949
PROC_10_0HBHXZX,procedure,59,2,DX_10_E785,0.423728813559322
MED_RIVASTIGMINE_TARTRATE,medication,59,2,DX_10_F0280,0.423728813559322
MED_PINDOLOL,medication,59,1,DX_9_4019,0.3898305084745763
MED_BUDESONIDE_FORMOTEROL,medication,59,2,DX_10_K219,0.3559322033898305
PROC_10_0DTE4ZZ,procedure,59,1,DX_10_K5190,0.3389830508474576
PROC_9_3229,procedure,59,1,DX_9_4019,0.3389830508474576
MED_DISULFIRAM,medication,59,1,DX_9_4019,0.3389830508474576
PROC_10_3E0E7GC,procedure,58,3,DX_10_Z370,0.9827586206896551
PROC_10_047R3ZZ,procedure,58,6,DX_10_E785,0.6896551724137931
MED_ENZALUTAMIDE,medication,58,5,DX_10_C61,0.6551724137931034
PROC_10_0DBL8ZZ,procedure,58,5,DX_10_D123,0.5517241379310345
PROC_9_4519,procedure,58,3,DX_9_5789,0.5172413793103449
PROC_10_047Q3ZZ,procedure,58,7,DX_10_I2510,0.5
MED_ATRIPLA,medication,58,2,DX_9_V08,0.46551724137931033
PROC_10_0DT90ZZ,procedure,58,5,DX_10_I10,0.46551724137931033
MED_LEVOTHYROXINE,medication,58,2,DX_10_E039,0.43103448275862066
MED_NS_GLASS_BOTTLE,medication,58,1,DX_9_4019,0.3620689655172414
PROC_10_0W3G0ZZ,procedure,57,7,DX_10_D62,0.8947368421052632
PROC_10_DP081ZZ,procedure,57,6,DX_10_C7951,0.8070175438596491
PROC_10_00H03MZ,procedure,57,1,DX_10_G20,0.7719298245614035
PROC_10_0TB14ZZ,procedure,57,2,DX_10_C642,0.6666666666666666
PROC_9_4641,procedure,57,2,DX_9_56969,0.5789473684210527
PROC_10_0QBQ0ZZ,procedure,57,7,DX_10_E11621,0.5789473684210527
PROC_10_0SPC0JZ,procedure,57,6,DX_10_I10,0.5614035087719298
MED_EMLA_CREAM,medication,57,1,DX_10_Z20822,0.5614035087719298
PROC_10_0Y6J0Z2,procedure,57,7,DX_10_Z794,0.543859649122807
PROC_10_5A09457,procedure,57,4,DX_10_E785,0.543859649122807
MED_MENINGOCOCCAL_CONJ_VACCINE_MENACTRA_MENVEO,medication,57,1,DX_10_D62,0.5263157894736842
PROC_9_9449,procedure,57,4,DX_9_V6284,0.5263157894736842
PROC_9_3401,procedure,57,2,DX_9_4019,0.5087719298245614
PROC_9_7077,procedure,57,3,DX_9_6184,0.49122807017543857
PROC_10_8E09XBH,procedure,57,3,DX_10_G936,0.49122807017543857
PROC_10_0DW0XUZ,procedure,57,8,DX_10_E43,0.47368421052631576
PROC_10_3E1M38Z,procedure,57,3,DX_10_I10,0.47368421052631576
PROC_9_4399,procedure,57,2,DX_9_1510,0.43859649122807015
MED_ALTEPLASE_1MG_FLUSH_VOLUME_DIALYSIS_PHERESIS_CATHETERS,medication,57,5,DX_9_5856,0.43859649122807015
MED_KEPPRA,medication,57,1,DX_9_34590,0.38596491228070173
MED_SORBITOL,medication,57,2,DX_9_4280,0.3684210526315789
PROC_10_0DBG8ZX,procedure,57,1,DX_10_N179,0.3508771929824561
PROC_10_0QS736Z,procedure,56,4,DX_10_S72142A,0.7857142857142857
MED_COMTAN,medication,56,2,DX_9_3320,0.7321428571428571
PROC_10_0B718DZ,procedure,56,7,DX_10_J398,0.6964285714285714
PROC_10_04LE3DZ,procedure,56,4,DX_10_D62,0.6428571428571429
PROC_10_0Y6N0ZB,procedure,56,7,DX_10_E785,0.6071428571428571
PROC_10_0B778DZ,procedure,56,7,DX_10_Z87891,0.5892857142857143
PROC_10_047D3DZ,procedure,56,3,DX_10_I10,0.5892857142857143
PROC_10_0DNU4ZZ,procedure,56,1,DX_10_K660,0.5714285714285714
PROC_9_4574,procedure,56,1,DX_9_4019,0.5714285714285714
PROC_10_0KBV0ZZ,procedure,56,4,DX_10_Z794,0.5535714285714286
PROC_9_3952,procedure,56,4,DX_9_4423,0.48214285714285715
MED_REVLIMID,medication,56,1,DX_9_20300,0.42857142857142855
PROC_10_0S9C3ZZ,procedure,56,1,DX_10_E785,0.375
MED_SKELAXIN,medication,56,1,DX_9_53081,0.375
MED_MAGNESIUM_SULFATE_REPLACEMENT_CRITICAL_CARE_AND_ONCOLOGY,medication,56,1,DX_10_Z87891,0.35714285714285715
PROC_9_4686,procedure,56,1,DX_9_4019,0.35714285714285715
PROC_9_9627,procedure,56,1,DX_9_4019,0.35714285714285715
PROC_9_7747,procedure,56,1,DX_9_99667,0.35714285714285715
PROC_9_5504,procedure,55,1,DX_9_5920,0.9454545454545454
MED_INV_BUPIVACAINE_0_25,medication,55,5,DX_10_D62,0.8909090909090909
PROC_10_057Y3ZZ,procedure,55,13,DX_10_N186,0.8545454545454545
MED_DEXTRAN_40_10,medication,55,3,DX_9_43310,0.7454545454545455
PROC_9_3725,procedure,55,5,DX_9_4280,0.6909090909090909
MED_HEPATITIS_B_VACCINE_ENGERIX_B_20_MCG_ML,medication,55,2,DX_10_Z20822,0.6545454545454545
PROC_10_0SR904Z,procedure,55,3,DX_10_M1611,0.6363636363636364
PROC_9_8375,procedure,55,1,DX_9_4019,0.5454545454545454
PROC_10_0B9L8ZX,procedure,55,2,DX_10_J9601,0.5272727272727272
PROC_10_0JBH0ZZ,procedure,55,1,DX_10_I10,0.5272727272727272
MED_LEVEMIR,medication,55,1,DX_9_V5867,0.509090909090909
PROC_9_8523,procedure,55,2,DX_9_4019,0.4727272727272727
PROC_10_B31DYZZ,procedure,55,1,DX_10_I10,0.4727272727272727
PROC_10_0DH97UZ,procedure,55,5,DX_10_I10,0.41818181818181815
MED_FOSCARNET_SODIUM,medication,55,1,DX_9_0785,0.41818181818181815
PROC_10_0B778ZZ,procedure,54,7,DX_10_K219,0.9444444444444444
MED_CARBIDOPA,medication,54,3,DX_10_G20,0.7407407407407407
PROC_9_8594,procedure,54,2,DX_9_V103,0.7222222222222222
PROC_9_3378,procedure,54,2,DX_9_51919,0.7037037037037037
PROC_10_0SR90JA,procedure,54,3,DX_10_M1611,0.6666666666666666
MED_ALVIMOPAN,medication,54,4,DX_10_C679,0.6111111111111112
PROC_9_3803,procedure,54,2,DX_9_44421,0.5185185185185185
PROC_9_8542,procedure,54,1,DX_9_V163,0.5
PROC_10_0DHA7UZ,procedure,54,2,DX_10_I10,0.5
PROC_10_0CDWXZ0,procedure,54,3,DX_10_K029,0.48148148148148145
PROC_10_3E0330M,procedure,54,1,DX_10_I10,0.46296296296296297
MED_AVODART,medication,54,3,DX_9_4019,0.46296296296296297
PROC_10_0BBF4ZX,procedure,54,3,DX_10_Z87891,0.42592592592592593
PROC_10_B518YZA,procedure,54,2,DX_10_E785,0.4074074074074074
PROC_10_0WUF4JZ,procedure,54,2,DX_10_E785,0.3888888888888889
PROC_9_7537,procedure,53,3,DX_9_V270,1.0
PROC_10_04V33DZ,procedure,53,2,DX_10_D62,0.7735849056603774
PROC_9_5024,procedure,53,2,DX_9_1550,0.7735849056603774
PROC_10_027036Z,procedure,53,2,DX_10_E785,0.6415094339622641
PROC_9_3974,procedure,53,5,DX_9_4019,0.6037735849056604
PROC_9_270,procedure,53,2,DX_9_5283,0.5660377358490566
PROC_9_5495,procedure,53,3,DX_9_5856,0.5660377358490566
PROC_10_0Y6H0Z2,procedure,53,7,DX_10_Z794,0.5471698113207547
PROC_10_0J9R0ZZ,procedure,53,7,DX_10_E11621,0.5283018867924528
PROC_10_0Y6M0ZC,procedure,53,4,DX_10_Z794,0.5283018867924528
PROC_10_0QBR0ZZ,procedure,53,7,DX_10_E1169,0.5283018867924528
PROC_10_0TP5X0Z,procedure,53,2,DX_10_N179,0.5094339622641509
PROC_9_9756,procedure,53,1,DX_9_4019,0.49056603773584906
PROC_9_5733,procedure,53,2,DX_9_4019,0.49056603773584906
MED_TRAVATAN,medication,53,1,DX_9_4019,0.49056603773584906
PROC_9_8015,procedure,53,2,DX_9_71105,0.49056603773584906
PROC_10_07BD4ZX,procedure,53,2,DX_10_Z87891,0.4528301886792453
PROC_10_0KBW0ZZ,procedure,53,2,DX_10_Z794,0.4528301886792453
PROC_10_0T9B80Z,procedure,53,3,DX_10_E785,0.4528301886792453
PROC_10_07TP4ZZ,procedure,53,3,DX_10_I10,0.41509433962264153
PROC_10_0FB10ZZ,procedure,53,2,DX_10_I10,0.41509433962264153
PROC_9_5472,procedure,53,1,DX_9_4019,0.39622641509433965
PROC_10_0WBH0ZZ,procedure,53,2,DX_10_I10,0.39622641509433965
PROC_9_4674,procedure,52,2,DX_9_56981,0.9038461538461539
PROC_10_0BTC4ZZ,procedure,52,4,DX_10_C3411,0.8653846153846154
PROC_10_0WCG0ZZ,procedure,52,3,DX_10_D62,0.7307692307692307
PROC_10_009430Z,procedure,52,3,DX_10_I10,0.7115384615384616
PROC_10_0F793ZZ,procedure,52,3,DX_10_K831,0.6923076923076923
PROC_10_06WY3DZ,procedure,52,2,DX_10_K766,0.6730769230769231
MED_EMTRICITABINE_TENOFOVIR_DISOPROXIL_TRUVADA,medication,52,1,DX_10_Z20822,0.6153846153846154
MED_POLYMYXIN_B_SULFATE,medication,52,5,DX_9_E9331,0.5961538461538461
PROC_10_0Y6M0ZB,procedure,52,5,DX_10_E1152,0.5769230769230769
PROC_9_0074,procedure,52,2,DX_9_71535,0.5769230769230769
PROC_9_3925,procedure,52,4,DX_9_4019,0.5384615384615384
PROC_10_02HL3JZ,procedure,52,7,DX_10_E785,0.5384615384615384
PROC_9_0055,procedure,52,2,DX_9_4019,0.5192307692307693
PROC_9_4422,procedure,52,3,DX_9_5370,0.5
PROC_10_0FJD8ZZ,procedure,52,1,DX_10_I10,0.4807692307692308
PROC_10_0HBNXZZ,procedure,52,3,DX_10_E785,0.4807692307692308
PROC_10_0RG10K0,procedure,52,2,DX_10_I10,0.4807692307692308
PROC_10_0BC58ZZ,procedure,52,2,DX_10_J9601,0.4807692307692308
PROC_9_8342,procedure,52,1,DX_9_4019,0.46153846153846156
PROC_9_9729,procedure,52,1,DX_9_4019,0.46153846153846156
PROC_9_346,procedure,52,1,DX_9_4920,0.4423076923076923
PROC_10_4A10X4G,procedure,52,2,DX_10_I10,0.4423076923076923
MED_SYNTHROID,medication,52,1,DX_10_E039,0.4230769230769231
MED_PENTOBARBITAL_SODIUM,medication,52,1,DX_9_51881,0.40384615384615385
PROC_10_3E0D7GC,procedure,51,3,DX_10_Z370,0.9019607843137255
PROC_10_04V03EZ,procedure,51,4,DX_10_I714,0.8627450980392157
PROC_9_2181,procedure,51,2,DX_9_87320,0.8235294117647058
PROC_10_0SR90JZ,procedure,51,3,DX_10_M1611,0.7647058823529411
MED_ASPIRIN_DESENSITIZATION_URTICARIA_ANGIOEDEMA,medication,51,4,DX_10_E785,0.7647058823529411
PROC_9_610,procedure,51,2,DX_9_6084,0.7254901960784313
MED_COVID_19_VACCINE_1ST_DOSE_BY_PHARMACY,medication,51,1,DX_10_Z20822,0.7254901960784313
PROC_10_0DP64CZ,procedure,51,5,DX_10_K9509,0.6274509803921569
PROC_10_0SPD0JZ,procedure,51,6,DX_10_T8454XA,0.5882352941176471
MED_0_82_SODIUM_CHLORIDE,medication,51,3,DX_10_Z20822,0.5882352941176471
PROC_10_0B518ZZ,procedure,51,3,DX_10_J398,0.5882352941176471
PROC_10_0Y6M0ZD,procedure,51,7,DX_10_E1152,0.5686274509803921
PROC_9_4241,procedure,51,5,DX_9_53081,0.5686274509803921
PROC_9_5651,procedure,51,1,DX_9_4019,0.5490196078431373
PROC_10_B313YZZ,procedure,51,2,DX_10_I10,0.49019607843137253
MED_SUGAMMADEX,medication,51,4,DX_10_E872,0.45098039215686275
PROC_9_8046,procedure,51,1,DX_9_71946,0.43137254901960786
MED_FOMEPIZOLE,medication,51,1,DX_10_E872,0.43137254901960786
PROC_10_0FB00ZX,procedure,51,1,DX_10_I10,0.39215686274509803
PROC_10_0WJP4ZZ,procedure,51,1,DX_10_Z87891,0.39215686274509803
PROC_10_07BC0ZZ,procedure,51,1,DX_10_I10,0.39215686274509803
PROC_9_7905,procedure,51,1,DX_9_4019,0.39215686274509803
PROC_9_4642,procedure,50,2,DX_9_56969,1.0
PROC_10_0SUW09Z,procedure,50,3,DX_10_T8454XA,0.88
MED_TRESIBA_FLEXTOUCH_U_100,medication,50,4,DX_10_Z794,0.78
MED_TOBRAMYCIN_DOSING_BY_PHARMACY,medication,50,6,DX_10_R6521,0.76
PROC_10_3E05305,procedure,50,2,DX_10_C220,0.76
PROC_10_04UL0JZ,procedure,50,5,DX_10_E785,0.7
PROC_9_7964,procedure,50,1,DX_9_81611,0.6
MED_AMARYL,medication,50,4,DX_9_25000,0.6
PROC_9_5136,procedure,50,2,DX_9_5762,0.58
MED_PROFEND,medication,50,2,DX_10_I10,0.56
PROC_9_8591,procedure,50,1,DX_9_6110,0.56
PROC_10_0BBP4ZX,procedure,50,3,DX_10_Z87891,0.54
MED_PRESERVISION_AREDS_2,medication,50,2,DX_10_Z87891,0.52
PROC_9_5795,procedure,50,1,DX_9_4019,0.48
MED_PROGRAF,medication,50,3,DX_9_V420,0.48
PROC_9_3749,procedure,50,2,DX_9_42731,0.48
PROC_10_00940ZZ,procedure,50,2,DX_10_I10,0.46
MED_MYCOPHENOLATE_SODIUM,medication,50,1,DX_9_40390,0.46
PROC_10_0QS404Z,procedure,50,2,DX_10_S32421A,0.46
PROC_10_3E0G36Z,procedure,50,2,DX_10_I10,0.44
PROC_9_4432,procedure,50,1,DX_9_4019,0.44
MED_LINACLOTIDE,medication,50,1,DX_10_F419,0.42
PROC_10_0UT9FZZ,procedure,50,1,DX_10_C541,0.42
PROC_10_0B9K8ZX,procedure,50,1,DX_10_J9601,0.4
MED_0_54_SODIUM_CHLORIDE,medication,50,1,DX_10_Z20822,0.4
MED_CEFTOLOZANE_TAZOBACTAM,medication,50,1,DX_10_B965,0.4
